step,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount
179,C1726895756,5,M,28007,M348934600,28007,transportation,12.36
179,C1869757503,5,F,28007,M85975013,28007,food,40.2
179,C327430270,5,F,28007,M348934600,28007,transportation,12.43
179,C255292461,5,F,28007,M1823072687,28007,transportation,6
179,C1803364571,5,M,28007,M348934600,28007,transportation,36.26
179,C1803364571,5,M,28007,M1823072687,28007,transportation,17.91
179,C917831365,5,F,28007,M1823072687,28007,transportation,7.7
179,C587016440,5,M,28007,M1823072687,28007,transportation,26.54
179,C1484585237,5,M,28007,M1823072687,28007,transportation,6.36
179,C1580753738,5,M,28007,M348934600,28007,transportation,24.72
179,C1179833140,5,M,28007,M1823072687,28007,transportation,11.62
179,C1238185596,5,M,28007,M1823072687,28007,transportation,47.97
179,C1440310601,5,F,28007,M1823072687,28007,transportation,28.18
179,C19820082,5,F,28007,M1053599405,28007,health,17.97
179,C19820082,5,F,28007,M1913465890,28007,health,189.41
179,C1530773220,5,F,28007,M1823072687,28007,transportation,18.99
179,C1698214137,5,F,28007,M1823072687,28007,transportation,74.04
179,C47652503,5,F,28007,M1823072687,28007,transportation,55.62
179,C1245363669,5,F,28007,M1823072687,28007,transportation,46.16
179,C592679392,5,M,28007,M1823072687,28007,transportation,23.31
179,C1816813783,5,F,28007,M1823072687,28007,transportation,5.95
179,C1476138873,5,F,28007,M1823072687,28007,transportation,38.42
179,C155412783,5,F,28007,M1823072687,28007,transportation,18.82
179,C1133451243,5,M,28007,M1823072687,28007,transportation,19.85
179,C1366869967,5,M,28007,M348934600,28007,transportation,31.42
179,C405614551,5,F,28007,M1823072687,28007,transportation,14.73
179,C381528901,5,M,28007,M1823072687,28007,transportation,23.77
179,C1622587363,5,M,28007,M1823072687,28007,transportation,26.94
179,C697242067,5,M,28007,M1823072687,28007,transportation,47.68
179,C1562537029,5,F,28007,M1823072687,28007,transportation,3.12
179,C2132916640,5,M,28007,M1823072687,28007,transportation,8.47
179,C631654729,5,F,28007,M1823072687,28007,transportation,5.23
179,C1817842389,5,M,28007,M1823072687,28007,transportation,53.14
179,C652253057,5,M,28007,M1823072687,28007,transportation,18.38
179,C677660361,5,M,28007,M1823072687,28007,transportation,35.2
179,C795132749,5,F,28007,M1823072687,28007,transportation,42.02
179,C1461183154,5,F,28007,M1823072687,28007,transportation,82.49
179,C1750835738,5,F,28007,M1823072687,28007,transportation,54.64
179,C546697817,5,F,28007,M1823072687,28007,transportation,30.86
179,C2131498052,5,M,28007,M1823072687,28007,transportation,25.94
179,C1379018843,5,M,28007,M1823072687,28007,transportation,13.77
179,C1862169273,5,F,28007,M1823072687,28007,transportation,4.89
179,C469059843,5,F,28007,M1823072687,28007,transportation,17.46
179,C1190687128,5,M,28007,M1823072687,28007,transportation,41.58
179,C1988407051,5,M,28007,M1823072687,28007,transportation,40.98
179,C1932334304,5,F,28007,M1823072687,28007,transportation,51.94
179,C995844287,5,F,28007,M1053599405,28007,health,189.85
179,C418638324,5,F,28007,M1053599405,28007,health,78.52
179,C2005093875,5,F,28007,M348934600,28007,transportation,45.66
179,C172921013,5,M,28007,M1823072687,28007,transportation,35.63
179,C2109575612,5,M,28007,M1053599405,28007,health,123.87
179,C2109575612,5,M,28007,M1913465890,28007,health,6.76
179,C143836998,5,F,28007,M1823072687,28007,transportation,30.37
179,C1234264195,5,F,28007,M1823072687,28007,transportation,65.34
179,C1273564839,5,F,28007,M348934600,28007,transportation,13.13
179,C1543709139,5,M,28007,M1823072687,28007,transportation,55.05
179,C2115574807,5,F,28007,M348934600,28007,transportation,18.8
179,C285513182,5,M,28007,M1823072687,28007,transportation,27.3
179,C2052617893,5,F,28007,M1823072687,28007,transportation,37.21
179,C1648096390,5,M,28007,M348934600,28007,transportation,20.32
179,C1149495561,5,F,28007,M1823072687,28007,transportation,47.25
179,C1274818444,5,F,28007,M348934600,28007,transportation,16.42
179,C1703319891,5,F,28007,M1823072687,28007,transportation,9.52
179,C987955759,5,F,28007,M1823072687,28007,transportation,9.14
179,C1171622243,5,M,28007,M1823072687,28007,transportation,35.88
179,C1108787528,5,M,28007,M1823072687,28007,transportation,28.07
179,C106397937,5,M,28007,M1823072687,28007,transportation,35.58
179,C17132509,5,F,28007,M1823072687,28007,transportation,8.62
179,C1356412685,5,M,28007,M1823072687,28007,transportation,18.18
179,C1934886086,5,M,28007,M1823072687,28007,transportation,0.78
179,C2060778761,5,F,28007,M348934600,28007,transportation,12.49
179,C88392294,5,M,28007,M85975013,28007,food,0.23
179,C169775918,5,F,28007,M1823072687,28007,transportation,32.48
179,C321375878,5,F,28007,M1823072687,28007,transportation,31.61
179,C1968779147,5,M,28007,M85975013,28007,food,82.07
179,C1279143519,5,F,28007,M348934600,28007,transportation,25.95
179,C619464090,5,M,28007,M348934600,28007,transportation,1.4
179,C695481887,5,M,28007,M1823072687,28007,transportation,7.04
179,C2106115023,5,M,28007,M1823072687,28007,transportation,37.21
179,C864725258,5,F,28007,M1823072687,28007,transportation,80.67
179,C332727422,5,M,28007,M1823072687,28007,transportation,42.81
179,C1350963410,5,F,28007,M348934600,28007,transportation,13.21
179,C1134994937,5,M,28007,M85975013,28007,food,68.38
179,C1258454385,5,M,28007,M1823072687,28007,transportation,27.7
179,C1957046981,5,F,28007,M348934600,28007,transportation,28.65
179,C728864298,5,M,28007,M348934600,28007,transportation,15.17
179,C1735726583,5,M,28007,M1823072687,28007,transportation,47.09
179,C128008012,5,F,28007,M1823072687,28007,transportation,20.45
179,C404247926,5,F,28007,M348934600,28007,transportation,18.69
179,C470079617,5,F,28007,M1823072687,28007,transportation,32.09
179,C1991820533,5,M,28007,M1823072687,28007,transportation,46.82
179,C158319863,5,F,28007,M348934600,28007,transportation,24.81
179,C626836922,5,F,28007,M1823072687,28007,transportation,49.12
179,C1329920992,5,M,28007,M1823072687,28007,transportation,10.1
179,C1025104996,5,M,28007,M1823072687,28007,transportation,33.84
179,C1326829513,5,M,28007,M348934600,28007,transportation,23.38
179,C1784864427,5,M,28007,M1823072687,28007,transportation,55.62
179,C1154631581,5,M,28007,M1823072687,28007,transportation,22.69
179,C1456179400,5,F,28007,M1823072687,28007,transportation,32.82
179,C587216359,5,F,28007,M348934600,28007,transportation,37.34
179,C2145448250,5,F,28007,M1823072687,28007,transportation,25.94
179,C1627004719,5,F,28007,M1823072687,28007,transportation,47.74
179,C1141481813,5,M,28007,M1823072687,28007,transportation,61.62
179,C823379702,5,M,28007,M1823072687,28007,transportation,20.24
179,C612045723,5,F,28007,M348934600,28007,transportation,1.24
179,C1151799720,5,M,28007,M1053599405,28007,health,16.14
179,C1151799720,5,M,28007,M1913465890,28007,health,124.32
179,C346030769,5,F,28007,M349281107,28007,fashion,94.03
179,C381446674,5,F,28007,M151143676,28007,barsandrestaurants,69.04
179,C439601438,5,F,28007,M1823072687,28007,transportation,17.96
179,C750572020,5,M,28007,M1823072687,28007,transportation,44.84
179,C2136169439,5,M,28007,M1823072687,28007,transportation,44.47
179,C2068249421,5,M,28007,M1823072687,28007,transportation,25.13
179,C2055489140,5,M,28007,M348934600,28007,transportation,2.91
179,C394488921,5,F,28007,M1823072687,28007,transportation,20.94
179,C1454671890,5,F,28007,M1823072687,28007,transportation,20.38
179,C2027052970,5,M,28007,M1823072687,28007,transportation,42.82
179,C647089636,5,F,28007,M1823072687,28007,transportation,28.37
179,C595459074,5,M,28007,M1823072687,28007,transportation,28.57
179,C1360481565,5,F,28007,M1823072687,28007,transportation,6.05
179,C23569509,5,M,28007,M1823072687,28007,transportation,32.93
179,C2049000934,5,M,28007,M855959430,28007,hyper,105.07
179,C516824110,5,M,28007,M348934600,28007,transportation,37.09
179,C846889180,5,M,28007,M348934600,28007,transportation,20.23
179,C2028528769,5,M,28007,M348934600,28007,transportation,2.21
179,C1674674654,5,M,28007,M348934600,28007,transportation,5.11
179,C2027325203,5,F,28007,M348934600,28007,transportation,31.42
179,C39890933,5,M,28007,M1823072687,28007,transportation,16.26
179,C1491518488,5,F,28007,M1823072687,28007,transportation,30.34
179,C324498528,5,F,28007,M1823072687,28007,transportation,41.19
179,C1635987808,5,F,28007,M348934600,28007,transportation,32.61
179,C6094907,5,M,28007,M151143676,28007,barsandrestaurants,99.01
179,C1377736719,5,M,28007,M348934600,28007,transportation,19.38
179,C2064491438,5,F,28007,M1823072687,28007,transportation,41.48
179,C1975714155,5,F,28007,M1823072687,28007,transportation,29.44
179,C1404684380,5,F,28007,M1823072687,28007,transportation,32.63
179,C1718279923,5,F,28007,M1823072687,28007,transportation,21.3
179,C859741683,5,F,28007,M1823072687,28007,transportation,17.69
179,C1233405214,5,F,28007,M348934600,28007,transportation,90.96
179,C1275518867,5,F,28007,M348934600,28007,transportation,21.08
179,C1092769857,5,F,28007,M151143676,28007,barsandrestaurants,35.21
179,C461156176,5,F,28007,M1823072687,28007,transportation,26.07
179,C1389311354,5,M,28007,M348934600,28007,transportation,10.8
179,C1389311354,5,M,28007,M1823072687,28007,transportation,47.87
179,C1613579866,5,M,28007,M1823072687,28007,transportation,85.29
179,C1047521541,5,M,28007,M1823072687,28007,transportation,49.87
179,C965952231,5,M,28007,M1823072687,28007,transportation,78.43
179,C1563705147,5,F,28007,M1649169323,28007,sportsandtoys,12.43
179,C229665572,5,F,28007,M1823072687,28007,transportation,12.33
179,C1911293580,5,M,28007,M1823072687,28007,transportation,10.79
179,C46027917,5,F,28007,M1823072687,28007,transportation,35.09
179,C1948527523,5,M,28007,M1823072687,28007,transportation,7.2
179,C1582366224,5,M,28007,M85975013,28007,food,35.65
179,C659009992,5,M,28007,M1823072687,28007,transportation,4.05
179,C1800696439,5,M,28007,M1823072687,28007,transportation,29.51
179,C1965185304,5,F,28007,M1823072687,28007,transportation,3.78
179,C846609537,5,M,28007,M1823072687,28007,transportation,30.32
179,C2001505633,5,F,28007,M1600850729,28007,fashion,12.47
179,C607532274,5,F,28007,M1823072687,28007,transportation,30.73
179,C1987405562,5,F,28007,M348934600,28007,transportation,22.24
179,C332239974,5,M,28007,M1823072687,28007,transportation,22.94
179,C149511515,5,F,28007,M1823072687,28007,transportation,12.1
179,C1325638360,5,M,28007,M348934600,28007,transportation,32.14
179,C894687005,5,M,28007,M348934600,28007,transportation,2.65
179,C894687005,5,M,28007,M1823072687,28007,transportation,2.05
179,C1129111658,5,F,28007,M1053599405,28007,health,196.5
179,C1129111658,5,F,28007,M1913465890,28007,health,296.19
179,C1000148617,5,M,28007,M1823072687,28007,transportation,25.99
179,C1239127666,5,F,28007,M348934600,28007,transportation,2.4
179,C1732307957,5,F,28007,M1823072687,28007,transportation,0.3
179,C1360225709,5,F,28007,M1823072687,28007,transportation,10.62
179,C1806072501,5,M,28007,M85975013,28007,food,34.83
179,C880450043,5,F,28007,M1823072687,28007,transportation,57.64
179,C182918114,5,F,28007,M1823072687,28007,transportation,65.15
179,C2016890783,5,F,28007,M1823072687,28007,transportation,21.65
179,C559852072,5,M,28007,M348934600,28007,transportation,36.19
179,C1562991705,5,F,28007,M1823072687,28007,transportation,53.66
179,C1718591511,5,M,28007,M1823072687,28007,transportation,40.65
179,C460167545,5,F,28007,M348934600,28007,transportation,1
179,C1865204568,5,M,28007,M1823072687,28007,transportation,31.73
179,C1434012857,5,F,28007,M348934600,28007,transportation,59.01
179,C830078297,5,F,28007,M1823072687,28007,transportation,20.8
179,C454240137,5,M,28007,M1823072687,28007,transportation,20.6
179,C769941724,5,F,28007,M348934600,28007,transportation,24.64
179,C203163727,5,F,28007,M1823072687,28007,transportation,29.94
179,C2048375146,5,F,28007,M1823072687,28007,transportation,21.13
179,C1004532392,5,M,28007,M348934600,28007,transportation,25.85
179,C458379262,5,F,28007,M1823072687,28007,transportation,32.1
179,C2051145244,5,M,28007,M1823072687,28007,transportation,43.08
179,C1869142879,5,F,28007,M1823072687,28007,transportation,37.47
179,C1372889664,5,F,28007,M1823072687,28007,transportation,11.69
179,C784763814,5,F,28007,M1823072687,28007,transportation,9.21
179,C442137737,5,M,28007,M1823072687,28007,transportation,13.11
179,C2137070408,5,M,28007,M1823072687,28007,transportation,22.92
179,C232369406,5,F,28007,M1823072687,28007,transportation,33.36
179,C912222039,5,F,28007,M348934600,28007,transportation,26.97
179,C912222039,5,F,28007,M1823072687,28007,transportation,15.29
179,C1321889892,5,M,28007,M1823072687,28007,transportation,7.79
179,C13098029,5,F,28007,M1823072687,28007,transportation,60.84
179,C531109799,5,F,28007,M348934600,28007,transportation,21.86
179,C1136643517,5,M,28007,M1823072687,28007,transportation,17.12
179,C34441666,5,M,28007,M1823072687,28007,transportation,19.67
179,C323226584,5,M,28007,M348934600,28007,transportation,26.93
179,C1022153336,5,F,28007,M348934600,28007,transportation,42.16
179,C1022153336,5,F,28007,M1823072687,28007,transportation,45.42
179,C281474709,5,F,28007,M1823072687,28007,transportation,21.9
179,C819978438,5,F,28007,M1823072687,28007,transportation,18.84
179,C987620594,5,F,28007,M348934600,28007,transportation,34.77
179,C1148364854,5,F,28007,M348934600,28007,transportation,35.63
179,C26746445,5,M,28007,M1823072687,28007,transportation,23.27
179,C478715873,5,F,28007,M348934600,28007,transportation,4.49
179,C1495486273,5,M,28007,M1823072687,28007,transportation,30.9
179,C1902378891,5,F,28007,M1823072687,28007,transportation,28.44
179,C446179646,5,F,28007,M1823072687,28007,transportation,5.09
179,C522845009,5,F,28007,M348934600,28007,transportation,13.16
179,C826715503,5,M,28007,M1823072687,28007,transportation,31.47
179,C530444699,5,M,28007,M1823072687,28007,transportation,49.49
179,C1440811710,5,M,28007,M1823072687,28007,transportation,62.45
179,C1234470601,5,M,28007,M840466850,28007,tech,128.37
179,C1234470601,5,M,28007,M1416436880,28007,tech,0.09
179,C1234470601,5,M,28007,M1842530320,28007,tech,11.15
179,C490558731,5,M,28007,M1823072687,28007,transportation,20.03
179,C480951921,5,M,28007,M1823072687,28007,transportation,16.92
179,C1721990514,5,M,28007,M1823072687,28007,transportation,8.81
179,C2128227866,5,F,28007,M348934600,28007,transportation,18.87
179,C1350963410,5,F,28007,M3697346,28007,leisure,308.82
179,C2138532527,5,M,28007,M3697346,28007,leisure,192.78
179,C345742557,5,F,28007,M1823072687,28007,transportation,26.3
179,C1187353931,5,F,28007,M1823072687,28007,transportation,75.28
179,C479535332,5,F,28007,M1823072687,28007,transportation,52.35
179,C259158925,5,F,28007,M85975013,28007,food,3.12
179,C773517519,5,M,28007,M1823072687,28007,transportation,11.59
179,C299734038,5,F,28007,M348934600,28007,transportation,67.17
179,C1389188684,5,M,28007,M1823072687,28007,transportation,24.87
179,C1793075309,5,M,28007,M1823072687,28007,transportation,25.45
179,C644541754,5,F,28007,M1748431652,28007,wellnessandbeauty,42.37
179,C396716441,5,F,28007,M1823072687,28007,transportation,55.25
179,C1440340988,5,F,28007,M1823072687,28007,transportation,58.15
179,C771874671,5,M,28007,M348934600,28007,transportation,5.81
179,C1123042802,5,M,28007,M1823072687,28007,transportation,8.48
179,C1645579872,5,F,28007,M1823072687,28007,transportation,6.18
179,C817389751,5,F,28007,M1823072687,28007,transportation,4.52
179,C1499092508,5,M,28007,M1823072687,28007,transportation,67.15
179,C1772071898,5,F,28007,M348934600,28007,transportation,0.76
179,C125143024,5,M,28007,M1823072687,28007,transportation,6.36
179,C986553990,5,F,28007,M1823072687,28007,transportation,3.96
179,C1149179033,5,M,28007,M1823072687,28007,transportation,24.09
179,C1263267362,5,F,28007,M1823072687,28007,transportation,2.13
179,C1452020181,5,M,28007,M1823072687,28007,transportation,87.94
179,C1619755203,5,F,28007,M1823072687,28007,transportation,17.04
179,C1482560016,5,M,28007,M1823072687,28007,transportation,35.68
179,C1179217322,5,F,28007,M1053599405,28007,health,26.78
179,C2055489140,5,M,28007,M209847108,28007,wellnessandbeauty,10.16
179,C1965017830,5,M,28007,M1823072687,28007,transportation,47.25
179,C115540448,5,F,28007,M348934600,28007,transportation,34.48
179,C605859862,5,F,28007,M348934600,28007,transportation,31.99
179,C1225717157,5,M,28007,M1823072687,28007,transportation,36.05
179,C1204046804,5,F,28007,M348934600,28007,transportation,58.92
179,C1575842015,5,M,28007,M1823072687,28007,transportation,4.63
179,C517412999,5,M,28007,M1823072687,28007,transportation,3.21
179,C1156672988,5,M,28007,M1823072687,28007,transportation,3.7
179,C344209010,5,F,28007,M348934600,28007,transportation,18.05
179,C2145933360,5,F,28007,M85975013,28007,food,9.63
179,C206074131,5,F,28007,M1823072687,28007,transportation,13.44
179,C1350409226,5,M,28007,M1823072687,28007,transportation,36.34
179,C1057285507,5,M,28007,M348934600,28007,transportation,27.1
179,C660475396,5,M,28007,M1823072687,28007,transportation,44.9
179,C1899748276,5,F,28007,M348934600,28007,transportation,10.13
179,C777438443,5,F,28007,M1823072687,28007,transportation,18.47
179,C1898673978,5,M,28007,M1823072687,28007,transportation,51.28
179,C480669012,5,F,28007,M348934600,28007,transportation,51.07
179,C1432312197,5,M,28007,M1823072687,28007,transportation,25.17
179,C23049140,5,F,28007,M1823072687,28007,transportation,10.98
179,C1174105749,5,M,28007,M348934600,28007,transportation,32.03
179,C451582208,5,F,28007,M348934600,28007,transportation,60.06
179,C138375181,5,F,28007,M1823072687,28007,transportation,35.16
179,C1878030169,5,M,28007,M348934600,28007,transportation,18.93
179,C1878030169,5,M,28007,M1823072687,28007,transportation,4.36
179,C1554849332,5,F,28007,M1823072687,28007,transportation,15.47
179,C1780824451,5,M,28007,M1823072687,28007,transportation,15.91
179,C409740988,5,M,28007,M1823072687,28007,transportation,13.03
179,C784613823,5,F,28007,M1823072687,28007,transportation,43.62
179,C605904636,5,F,28007,M1823072687,28007,transportation,22.86
179,C855112247,5,M,28007,M1823072687,28007,transportation,53.61
179,C1501782229,5,F,28007,M1823072687,28007,transportation,19.26
179,C864602023,5,M,28007,M1946091778,28007,wellnessandbeauty,89.23
179,C1308910127,5,M,28007,M1823072687,28007,transportation,19.17
179,C1913044357,5,F,28007,M1823072687,28007,transportation,11.35
179,C1815278899,5,M,28007,M1823072687,28007,transportation,1.32
179,C2143703121,5,F,28007,M1823072687,28007,transportation,67.16
179,C1342037956,5,F,28007,M1823072687,28007,transportation,42.69
179,C49864446,5,M,28007,M348934600,28007,transportation,29.33
179,C189823798,5,M,28007,M348934600,28007,transportation,23.73
179,C2108669396,5,M,28007,M1823072687,28007,transportation,47.77
179,C1799589925,5,M,28007,M1823072687,28007,transportation,3.94
179,C1374422827,5,M,28007,M1823072687,28007,transportation,85.99
179,C2007043031,5,F,28007,M348934600,28007,transportation,11.91
179,C712367267,5,F,28007,M1823072687,28007,transportation,19.54
179,C1125717761,5,M,28007,M1823072687,28007,transportation,2.96
179,C1375512856,5,M,28007,M1823072687,28007,transportation,35.48
179,C970603000,5,M,28007,M348934600,28007,transportation,16.32
179,C792765429,5,M,28007,M348934600,28007,transportation,48.02
179,C923875417,5,F,28007,M348934600,28007,transportation,50.53
179,C660690290,5,F,28007,M1823072687,28007,transportation,44.13
179,C1582152156,5,M,28007,M1823072687,28007,transportation,29.85
179,C671524709,5,F,28007,M1823072687,28007,transportation,11.22
179,C885555910,5,F,28007,M1823072687,28007,transportation,5.96
179,C913662681,5,M,28007,M1823072687,28007,transportation,32.72
179,C484067548,5,M,28007,M348934600,28007,transportation,20.25
179,C450949430,5,F,28007,M1823072687,28007,transportation,27.38
179,C423891632,5,M,28007,M1823072687,28007,transportation,2.32
179,C1904086644,5,F,28007,M1823072687,28007,transportation,28.93
179,C1499363341,5,M,28007,M1823072687,28007,transportation,14.46
0,C1093826151,4,M,28007,M348934600,28007,transportation,4.55
0,C2054744914,4,F,28007,M1823072687,28007,transportation,26.89
0,C202531238,4,F,28007,M348934600,28007,transportation,21.17
0,C98707741,4,F,28007,M348934600,28007,transportation,14.95
0,C1207205377,4,M,28007,M1823072687,28007,transportation,17.54
0,C272748313,4,M,28007,M348934600,28007,transportation,24.84
0,C1273110804,4,M,28007,M348934600,28007,transportation,28.09
0,C1166355595,4,F,28007,M348934600,28007,transportation,39.22
0,C1635613216,4,F,28007,M1053599405,28007,health,105.59
0,C506520283,4,F,28007,M348934600,28007,transportation,32.96
0,C1087788850,4,M,28007,M348934600,28007,transportation,44.88
0,C476477241,4,M,28007,M348934600,28007,transportation,44.07
0,C1879341237,4,M,28007,M1823072687,28007,transportation,2.96
0,C1156346576,4,F,28007,M348934600,28007,transportation,58.64
0,C545248492,4,M,28007,M348934600,28007,transportation,8.05
0,C870367228,4,M,28007,M348934600,28007,transportation,45.32
0,C477595630,4,M,28007,M348934600,28007,transportation,4.96
0,C672742304,4,M,28007,M348934600,28007,transportation,10.84
0,C650108285,4,F,28007,M1053599405,28007,health,11.83
0,C1305339250,4,M,28007,M348934600,28007,transportation,20.55
0,C433481742,4,F,28007,M348934600,28007,transportation,10.96
0,C409331076,4,M,28007,M1823072687,28007,transportation,50.9
0,C1070277785,4,F,28007,M348934600,28007,transportation,14.36
0,C2029028090,4,M,28007,M348934600,28007,transportation,73.36
0,C1385780363,4,F,28007,M348934600,28007,transportation,56.93
0,C947010068,4,F,28007,M348934600,28007,transportation,3.5
0,C1939799337,4,F,28007,M348934600,28007,transportation,11.78
0,C75274383,4,M,28007,M85975013,28007,food,49.59
0,C524644424,4,M,28007,M348934600,28007,transportation,41.33
0,C395508885,4,M,28007,M348934600,28007,transportation,5.31
0,C369046885,4,M,28007,M348934600,28007,transportation,41.67
0,C1445784416,4,M,28007,M348934600,28007,transportation,30.57
0,C1916796804,4,F,28007,M348934600,28007,transportation,33.12
0,C427983732,4,F,28007,M348934600,28007,transportation,19.19
0,C1937615372,4,F,28007,M85975013,28007,food,22.42
0,C170769685,4,M,28007,M348934600,28007,transportation,5.67
0,C1468082478,4,F,28007,M1823072687,28007,transportation,14.87
0,C2126019044,4,M,28007,M348934600,28007,transportation,2.81
0,C108794529,4,F,28007,M348934600,28007,transportation,17.36
0,C1959067413,4,M,28007,M209847108,28007,wellnessandbeauty,86.09
0,C741680636,4,M,28007,M348934600,28007,transportation,19.55
0,C1426006139,4,F,28007,M348934600,28007,transportation,22.68
0,C873821675,4,M,28007,M348934600,28007,transportation,17.76
0,C1223439629,4,M,28007,M348934600,28007,transportation,46.29
0,C1915603015,4,F,28007,M348934600,28007,transportation,21.5
0,C1276892406,4,M,28007,M348934600,28007,transportation,38.26
0,C766302474,4,F,28007,M348934600,28007,transportation,44.57
0,C1913127981,4,F,28007,M348934600,28007,transportation,21.21
0,C1658315324,4,M,28007,M348934600,28007,transportation,31.9
0,C1990073844,4,M,28007,M1823072687,28007,transportation,24.57
0,C1004300450,4,M,28007,M348934600,28007,transportation,4.2
0,C1807153148,4,F,28007,M348934600,28007,transportation,11.41
